rsi_long,rsi_short,stop_atr,take_atr,holding,spread_pips,max_leverage_cap,accountCurrency,initialCapitalEUR,finalCapitalEUR,totalReturn,winRate,maxDrawdown,profitFactor,totalTrades,sharpe,sortino,avgTradeEUR,exposurePct,avgLeverage,maxLeverageUsed,leveragedTrades
55.0,45.0,1.8,2.8,3,2.0,1.0,EUR,10000.0,10063.62,0.6362,53.33,1.2626,1.1823,30,0.4209,0.4858,2.12,61.9,0.525,0.702,0
55.0,45.0,1.8,2.8,3,2.0,2.0,EUR,10000.0,10063.62,0.6362,53.33,1.2626,1.1823,30,0.4209,0.4858,2.12,61.9,0.525,0.702,0
55.0,45.0,1.8,2.8,3,2.0,3.0,EUR,10000.0,10063.62,0.6362,53.33,1.2626,1.1823,30,0.4209,0.4858,2.12,61.9,0.525,0.702,0
55.0,45.0,1.8,2.8,5,0.4,1.0,EUR,10000.0,10102.28,1.0228,63.64,1.5119,1.3564,22,0.593,0.7177,4.65,65.08,0.532,0.7,0
55.0,45.0,1.8,2.8,5,0.4,2.0,EUR,10000.0,10102.28,1.0228,63.64,1.5119,1.3564,22,0.593,0.7177,4.65,65.08,0.532,0.7,0
55.0,45.0,1.8,2.8,5,0.4,3.0,EUR,10000.0,10102.28,1.0228,63.64,1.5119,1.3564,22,0.593,0.7177,4.65,65.08,0.532,0.7,0
55.0,45.0,1.8,2.8,5,0.8,1.0,EUR,10000.0,10098.49,0.9849,63.64,1.5252,1.3419,22,0.5716,0.6968,4.48,65.08,0.532,0.7,0
55.0,45.0,1.8,2.8,5,0.8,2.0,EUR,10000.0,10098.49,0.9849,63.64,1.5252,1.3419,22,0.5716,0.6968,4.48,65.08,0.532,0.7,0
55.0,45.0,1.8,2.8,5,0.8,3.0,EUR,10000.0,10098.49,0.9849,63.64,1.5252,1.3419,22,0.5716,0.6968,4.48,65.08,0.532,0.7,0
55.0,45.0,1.8,2.8,5,1.5,1.0,EUR,10000.0,10091.87,0.9187,63.64,1.5483,1.3169,22,0.5341,0.6571,4.18,65.08,0.533,0.7,0
55.0,45.0,1.8,2.8,5,1.5,2.0,EUR,10000.0,10091.87,0.9187,63.64,1.5483,1.3169,22,0.5341,0.6571,4.18,65.08,0.533,0.7,0
55.0,45.0,1.8,2.8,5,1.5,3.0,EUR,10000.0,10091.87,0.9187,63.64,1.5483,1.3169,22,0.5341,0.6571,4.18,65.08,0.533,0.7,0
55.0,45.0,1.8,2.8,5,2.0,1.0,EUR,10000.0,10087.14,0.8714,63.64,1.5648,1.2991,22,0.5072,0.629,3.96,65.08,0.533,0.7,0
55.0,45.0,1.8,2.8,5,2.0,2.0,EUR,10000.0,10087.14,0.8714,63.64,1.5648,1.2991,22,0.5072,0.629,3.96,65.08,0.533,0.7,0
55.0,45.0,1.8,2.8,5,2.0,3.0,EUR,10000.0,10087.14,0.8714,63.64,1.5648,1.2991,22,0.5072,0.629,3.96,65.08,0.533,0.7,0
55.0,45.0,1.8,2.8,8,0.4,1.0,EUR,10000.0,9982.38,-0.1762,50.0,1.5083,0.9334,16,-0.0832,-0.0956,-1.1,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,0.4,2.0,EUR,10000.0,9982.38,-0.1762,50.0,1.5083,0.9334,16,-0.0832,-0.0956,-1.1,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,0.4,3.0,EUR,10000.0,9982.38,-0.1762,50.0,1.5083,0.9334,16,-0.0832,-0.0956,-1.1,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,0.8,1.0,EUR,10000.0,9979.92,-0.2008,50.0,1.5102,0.9245,16,-0.0965,-0.1115,-1.25,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,0.8,2.0,EUR,10000.0,9979.92,-0.2008,50.0,1.5102,0.9245,16,-0.0965,-0.1115,-1.25,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,0.8,3.0,EUR,10000.0,9979.92,-0.2008,50.0,1.5102,0.9245,16,-0.0965,-0.1115,-1.25,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,1.5,1.0,EUR,10000.0,9975.63,-0.2437,43.75,1.5134,0.9092,16,-0.1198,-0.1394,-1.52,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,1.5,2.0,EUR,10000.0,9975.63,-0.2437,43.75,1.5134,0.9092,16,-0.1198,-0.1394,-1.52,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,1.5,3.0,EUR,10000.0,9975.63,-0.2437,43.75,1.5134,0.9092,16,-0.1198,-0.1394,-1.52,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,2.0,1.0,EUR,10000.0,9972.56,-0.2744,43.75,1.5158,0.8983,16,-0.1364,-0.1592,-1.72,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,2.0,2.0,EUR,10000.0,9972.56,-0.2744,43.75,1.5158,0.8983,16,-0.1364,-0.1592,-1.72,66.67,0.535,0.706,0
55.0,45.0,1.8,2.8,8,2.0,3.0,EUR,10000.0,9972.56,-0.2744,43.75,1.5158,0.8983,16,-0.1364,-0.1592,-1.72,66.67,0.535,0.706,0
58.0,42.0,1.2,1.8,3,0.4,1.0,EUR,10000.0,10072.4,0.724,42.86,2.0327,1.1253,28,0.3477,0.4044,2.59,49.21,0.803,1.0,0
58.0,42.0,1.2,1.8,3,0.4,2.0,EUR,10000.0,10089.92,0.8992,42.86,2.0338,1.1525,28,0.4136,0.4871,3.21,49.21,0.839,1.1,9
58.0,42.0,1.2,1.8,3,0.4,3.0,EUR,10000.0,10089.92,0.8992,42.86,2.0338,1.1525,28,0.4136,0.4871,3.21,49.21,0.839,1.1,9
58.0,42.0,1.2,1.8,3,0.8,1.0,EUR,10000.0,10066.32,0.6632,42.86,2.0403,1.1142,28,0.3196,0.3748,2.37,49.21,0.804,1.0,0
58.0,42.0,1.2,1.8,3,0.8,2.0,EUR,10000.0,10083.56,0.8356,42.86,2.0415,1.1408,28,0.3854,0.4576,2.98,49.21,0.839,1.1,9
58.0,42.0,1.2,1.8,3,0.8,3.0,EUR,10000.0,10083.56,0.8356,42.86,2.0415,1.1408,28,0.3854,0.4576,2.98,49.21,0.839,1.1,9
58.0,42.0,1.2,1.8,3,1.5,1.0,EUR,10000.0,10042.17,0.4217,42.86,2.1982,1.0719,28,0.2101,0.2499,1.51,49.21,0.801,1.0,0
58.0,42.0,1.2,1.8,3,1.5,2.0,EUR,10000.0,10064.67,0.6467,42.86,2.1994,1.109,28,0.3047,0.3691,2.31,49.21,0.833,1.102,8
58.0,42.0,1.2,1.8,3,1.5,3.0,EUR,10000.0,10064.67,0.6467,42.86,2.1994,1.109,28,0.3047,0.3691,2.31,49.21,0.833,1.102,8
58.0,42.0,1.2,1.8,3,2.0,1.0,EUR,10000.0,10034.58,0.3458,42.86,2.222,1.0585,28,0.1749,0.2101,1.23,49.21,0.801,1.0,0
58.0,42.0,1.2,1.8,3,2.0,2.0,EUR,10000.0,10056.77,0.5677,42.86,2.2232,1.095,28,0.2692,0.3296,2.03,49.21,0.833,1.103,8
58.0,42.0,1.2,1.8,3,2.0,3.0,EUR,10000.0,10056.77,0.5677,42.86,2.2232,1.095,28,0.2692,0.3296,2.03,49.21,0.833,1.103,8
58.0,42.0,1.2,1.8,5,0.4,1.0,EUR,10000.0,9963.19,-0.3681,43.48,2.0731,0.9257,23,-0.1426,-0.1536,-1.6,55.03,0.788,1.0,0
58.0,42.0,1.2,1.8,5,0.4,2.0,EUR,10000.0,9982.6,-0.174,43.48,2.0731,0.9658,23,-0.0558,-0.0611,-0.76,55.03,0.827,1.105,6
58.0,42.0,1.2,1.8,5,0.4,3.0,EUR,10000.0,9982.6,-0.174,43.48,2.0731,0.9658,23,-0.0558,-0.0611,-0.76,55.03,0.827,1.105,6
58.0,42.0,1.2,1.8,5,0.8,1.0,EUR,10000.0,9958.69,-0.4131,43.48,2.0898,0.9169,23,-0.1619,-0.1754,-1.8,55.03,0.788,1.0,0
58.0,42.0,1.2,1.8,5,0.8,2.0,EUR,10000.0,9977.87,-0.2213,43.48,2.0898,0.9566,23,-0.0753,-0.0829,-0.96,55.03,0.827,1.106,6
58.0,42.0,1.2,1.8,5,0.8,3.0,EUR,10000.0,9977.87,-0.2213,43.48,2.0898,0.9566,23,-0.0753,-0.0829,-0.96,55.03,0.827,1.106,6
58.0,42.0,1.2,1.8,5,1.5,1.0,EUR,10000.0,9952.73,-0.4727,43.48,2.1191,0.9053,23,-0.1878,-0.2067,-2.06,55.03,0.784,1.0,0
58.0,42.0,1.2,1.8,5,1.5,2.0,EUR,10000.0,9971.52,-0.2848,43.48,2.1191,0.9444,23,-0.1017,-0.1139,-1.24,55.03,0.823,1.106,5
58.0,42.0,1.2,1.8,5,1.5,3.0,EUR,10000.0,9971.52,-0.2848,43.48,2.1191,0.9444,23,-0.1017,-0.1139,-1.24,55.03,0.823,1.106,5
58.0,42.0,1.2,1.8,5,2.0,1.0,EUR,10000.0,9947.15,-0.5285,43.48,2.14,0.8947,23,-0.2118,-0.2349,-2.3,55.03,0.785,1.0,0
58.0,42.0,1.2,1.8,5,2.0,2.0,EUR,10000.0,9965.66,-0.3434,43.48,2.14,0.9333,23,-0.126,-0.1421,-1.49,55.03,0.823,1.107,5
58.0,42.0,1.2,1.8,5,2.0,3.0,EUR,10000.0,9965.66,-0.3434,43.48,2.14,0.9333,23,-0.126,-0.1421,-1.49,55.03,0.823,1.107,5
58.0,42.0,1.2,1.8,8,0.4,1.0,EUR,10000.0,9937.61,-0.6239,42.86,2.2778,0.887,21,-0.2429,-0.2849,-2.97,57.67,0.793,1.0,0
58.0,42.0,1.2,1.8,8,0.4,2.0,EUR,10000.0,9974.8,-0.252,42.86,2.2778,0.9544,21,-0.0841,-0.1024,-1.2,57.67,0.826,1.114,4
58.0,42.0,1.2,1.8,8,0.4,3.0,EUR,10000.0,9974.8,-0.252,42.86,2.2778,0.9544,21,-0.0841,-0.1024,-1.2,57.67,0.826,1.114,4
58.0,42.0,1.2,1.8,8,0.8,1.0,EUR,10000.0,9933.92,-0.6608,42.86,2.2899,0.8807,21,-0.2582,-0.3039,-3.15,57.67,0.793,1.0,0
58.0,42.0,1.2,1.8,8,0.8,2.0,EUR,10000.0,9970.92,-0.2908,42.86,2.2899,0.9475,21,-0.0995,-0.1217,-1.39,57.67,0.826,1.114,4
58.0,42.0,1.2,1.8,8,0.8,3.0,EUR,10000.0,9970.92,-0.2908,42.86,2.2899,0.9475,21,-0.0995,-0.1217,-1.39,57.67,0.826,1.114,4
58.0,42.0,1.2,1.8,8,1.5,1.0,EUR,10000.0,9927.47,-0.7253,38.1,2.311,0.8699,21,-0.2848,-0.3401,-3.45,57.67,0.793,1.0,0
58.0,42.0,1.2,1.8,8,1.5,2.0,EUR,10000.0,9964.14,-0.3586,38.1,2.311,0.9357,21,-0.1265,-0.157,-1.71,57.67,0.826,1.115,4
58.0,42.0,1.2,1.8,8,1.5,3.0,EUR,10000.0,9964.14,-0.3586,38.1,2.311,0.9357,21,-0.1265,-0.157,-1.71,57.67,0.826,1.115,4
58.0,42.0,1.2,1.8,8,2.0,1.0,EUR,10000.0,9922.87,-0.7713,38.1,2.3261,0.8623,21,-0.3039,-0.3655,-3.67,57.67,0.793,1.0,0
58.0,42.0,1.2,1.8,8,2.0,2.0,EUR,10000.0,9951.23,-0.4877,38.1,2.3261,0.9129,21,-0.1801,-0.2229,-2.32,57.67,0.822,1.112,4
58.0,42.0,1.2,1.8,8,2.0,3.0,EUR,10000.0,9951.23,-0.4877,38.1,2.3261,0.9129,21,-0.1801,-0.2229,-2.32,57.67,0.822,1.112,4
58.0,42.0,1.5,2.2,3,0.4,1.0,EUR,10000.0,10137.33,1.3733,48.0,1.1238,1.3821,25,0.7841,0.8251,5.49,49.21,0.661,0.897,0
58.0,42.0,1.5,2.2,3,0.4,2.0,EUR,10000.0,10137.33,1.3733,48.0,1.1238,1.3821,25,0.7841,0.8251,5.49,49.21,0.661,0.897,0
58.0,42.0,1.5,2.2,3,0.4,3.0,EUR,10000.0,10137.33,1.3733,48.0,1.1238,1.3821,25,0.7841,0.8251,5.49,49.21,0.661,0.897,0
58.0,42.0,1.5,2.2,3,0.8,1.0,EUR,10000.0,10139.2,1.392,48.0,1.1303,1.3922,25,0.8021,0.872,5.57,49.21,0.657,0.897,0
58.0,42.0,1.5,2.2,3,0.8,2.0,EUR,10000.0,10139.2,1.392,48.0,1.1303,1.3922,25,0.8021,0.872,5.57,49.21,0.657,0.897,0
58.0,42.0,1.5,2.2,3,0.8,3.0,EUR,10000.0,10139.2,1.392,48.0,1.1303,1.3922,25,0.8021,0.872,5.57,49.21,0.657,0.897,0
58.0,42.0,1.5,2.2,3,1.5,1.0,EUR,10000.0,10130.28,1.3028,48.0,1.1431,1.3629,25,0.7511,0.8406,5.21,49.21,0.657,0.898,0
58.0,42.0,1.5,2.2,3,1.5,2.0,EUR,10000.0,10130.28,1.3028,48.0,1.1431,1.3629,25,0.7511,0.8406,5.21,49.21,0.657,0.898,0
58.0,42.0,1.5,2.2,3,1.5,3.0,EUR,10000.0,10130.28,1.3028,48.0,1.1431,1.3629,25,0.7511,0.8406,5.21,49.21,0.657,0.898,0
58.0,42.0,1.5,2.2,3,2.0,1.0,EUR,10000.0,10123.91,1.2391,48.0,1.1522,1.3424,25,0.7147,0.8088,4.96,49.21,0.657,0.898,0
58.0,42.0,1.5,2.2,3,2.0,2.0,EUR,10000.0,10123.91,1.2391,48.0,1.1522,1.3424,25,0.7147,0.8088,4.96,49.21,0.657,0.898,0
58.0,42.0,1.5,2.2,3,2.0,3.0,EUR,10000.0,10123.91,1.2391,48.0,1.1522,1.3424,25,0.7147,0.8088,4.96,49.21,0.657,0.898,0
58.0,42.0,1.5,2.2,5,0.4,1.0,EUR,10000.0,10145.81,1.4581,63.16,1.1737,1.5606,19,0.8208,1.0146,7.68,52.38,0.654,0.893,0
58.0,42.0,1.5,2.2,5,0.4,2.0,EUR,10000.0,10145.81,1.4581,63.16,1.1737,1.5606,19,0.8208,1.0146,7.68,52.38,0.654,0.893,0
58.0,42.0,1.5,2.2,5,0.4,3.0,EUR,10000.0,10145.81,1.4581,63.16,1.1737,1.5606,19,0.8208,1.0146,7.68,52.38,0.654,0.893,0
58.0,42.0,1.5,2.2,5,0.8,1.0,EUR,10000.0,10142.16,1.4216,63.16,1.1825,1.5446,19,0.8005,0.9958,7.48,52.38,0.654,0.893,0
58.0,42.0,1.5,2.2,5,0.8,2.0,EUR,10000.0,10142.16,1.4216,63.16,1.1825,1.5446,19,0.8005,0.9958,7.48,52.38,0.654,0.893,0
58.0,42.0,1.5,2.2,5,0.8,3.0,EUR,10000.0,10142.16,1.4216,63.16,1.1825,1.5446,19,0.8005,0.9958,7.48,52.38,0.654,0.893,0
58.0,42.0,1.5,2.2,5,1.5,1.0,EUR,10000.0,10135.78,1.3578,63.16,1.1998,1.5169,19,0.7648,0.9654,7.15,52.38,0.655,0.893,0
58.0,42.0,1.5,2.2,5,1.5,2.0,EUR,10000.0,10135.78,1.3578,63.16,1.1998,1.5169,19,0.7648,0.9654,7.15,52.38,0.655,0.893,0
58.0,42.0,1.5,2.2,5,1.5,3.0,EUR,10000.0,10135.78,1.3578,63.16,1.1998,1.5169,19,0.7648,0.9654,7.15,52.38,0.655,0.893,0
58.0,42.0,1.5,2.2,5,2.0,1.0,EUR,10000.0,10136.07,1.3607,63.16,1.2128,1.5255,19,0.7704,0.9857,7.16,52.38,0.649,0.893,0
58.0,42.0,1.5,2.2,5,2.0,2.0,EUR,10000.0,10136.07,1.3607,63.16,1.2128,1.5255,19,0.7704,0.9857,7.16,52.38,0.649,0.893,0
58.0,42.0,1.5,2.2,5,2.0,3.0,EUR,10000.0,10136.07,1.3607,63.16,1.2128,1.5255,19,0.7704,0.9857,7.16,52.38,0.649,0.893,0
58.0,42.0,1.5,2.2,8,0.4,1.0,EUR,10000.0,9970.08,-0.2992,47.06,1.734,0.9161,17,-0.1343,-0.1597,-1.76,60.32,0.652,0.905,0
58.0,42.0,1.5,2.2,8,0.4,2.0,EUR,10000.0,9970.08,-0.2992,47.06,1.734,0.9161,17,-0.1343,-0.1597,-1.76,60.32,0.652,0.905,0
58.0,42.0,1.5,2.2,8,0.4,3.0,EUR,10000.0,9970.08,-0.2992,47.06,1.734,0.9161,17,-0.1343,-0.1597,-1.76,60.32,0.652,0.905,0
58.0,42.0,1.5,2.2,8,0.8,1.0,EUR,10000.0,9967.23,-0.3277,47.06,1.7487,0.9083,17,-0.1484,-0.1773,-1.93,60.32,0.652,0.905,0
58.0,42.0,1.5,2.2,8,0.8,2.0,EUR,10000.0,9967.23,-0.3277,47.06,1.7487,0.9083,17,-0.1484,-0.1773,-1.93,60.32,0.652,0.905,0
58.0,42.0,1.5,2.2,8,0.8,3.0,EUR,10000.0,9967.23,-0.3277,47.06,1.7487,0.9083,17,-0.1484,-0.1773,-1.93,60.32,0.652,0.905,0
58.0,42.0,1.5,2.2,8,1.5,1.0,EUR,10000.0,9962.25,-0.3775,41.18,1.7746,0.895,17,-0.1807,-0.2243,-2.22,59.79,0.652,0.905,0
58.0,42.0,1.5,2.2,8,1.5,2.0,EUR,10000.0,9962.25,-0.3775,41.18,1.7746,0.895,17,-0.1807,-0.2243,-2.22,59.79,0.652,0.905,0
58.0,42.0,1.5,2.2,8,1.5,3.0,EUR,10000.0,9962.25,-0.3775,41.18,1.7746,0.895,17,-0.1807,-0.2243,-2.22,59.79,0.652,0.905,0
58.0,42.0,1.5,2.2,8,2.0,1.0,EUR,10000.0,9956.53,-0.4347,41.18,1.7931,0.8798,17,-0.2102,-0.2623,-2.56,59.79,0.646,0.811,0
58.0,42.0,1.5,2.2,8,2.0,2.0,EUR,10000.0,9956.53,-0.4347,41.18,1.7931,0.8798,17,-0.2102,-0.2623,-2.56,59.79,0.646,0.811,0
58.0,42.0,1.5,2.2,8,2.0,3.0,EUR,10000.0,9956.53,-0.4347,41.18,1.7931,0.8798,17,-0.2102,-0.2623,-2.56,59.79,0.646,0.811,0
58.0,42.0,1.8,2.8,3,0.4,1.0,EUR,10000.0,10093.52,0.9352,48.0,1.1641,1.3121,25,0.6457,0.7002,3.74,50.79,0.539,0.703,0
58.0,42.0,1.8,2.8,3,0.4,2.0,EUR,10000.0,10093.52,0.9352,48.0,1.1641,1.3121,25,0.6457,0.7002,3.74,50.79,0.539,0.703,0
58.0,42.0,1.8,2.8,3,0.4,3.0,EUR,10000.0,10093.52,0.9352,48.0,1.1641,1.3121,25,0.6457,0.7002,3.74,50.79,0.539,0.703,0
58.0,42.0,1.8,2.8,3,0.8,1.0,EUR,10000.0,10089.14,0.8914,48.0,1.176,1.2956,25,0.6161,0.6735,3.57,50.79,0.54,0.703,0
58.0,42.0,1.8,2.8,3,0.8,2.0,EUR,10000.0,10089.14,0.8914,48.0,1.176,1.2956,25,0.6161,0.6735,3.57,50.79,0.54,0.703,0
58.0,42.0,1.8,2.8,3,0.8,3.0,EUR,10000.0,10089.14,0.8914,48.0,1.176,1.2956,25,0.6161,0.6735,3.57,50.79,0.54,0.703,0
58.0,42.0,1.8,2.8,3,1.5,1.0,EUR,10000.0,10081.47,0.8147,48.0,1.1968,1.2673,25,0.5643,0.6311,3.26,50.79,0.54,0.704,0
58.0,42.0,1.8,2.8,3,1.5,2.0,EUR,10000.0,10081.47,0.8147,48.0,1.1968,1.2673,25,0.5643,0.6311,3.26,50.79,0.54,0.704,0
58.0,42.0,1.8,2.8,3,1.5,3.0,EUR,10000.0,10081.47,0.8147,48.0,1.1968,1.2673,25,0.5643,0.6311,3.26,50.79,0.54,0.704,0
58.0,42.0,1.8,2.8,3,2.0,1.0,EUR,10000.0,10076.0,0.76,48.0,1.2116,1.2473,25,0.5272,0.5956,3.04,50.79,0.54,0.704,0
58.0,42.0,1.8,2.8,3,2.0,2.0,EUR,10000.0,10076.0,0.76,48.0,1.2116,1.2473,25,0.5272,0.5956,3.04,50.79,0.54,0.704,0
58.0,42.0,1.8,2.8,3,2.0,3.0,EUR,10000.0,10076.0,0.76,48.0,1.2116,1.2473,25,0.5272,0.5956,3.04,50.79,0.54,0.704,0
58.0,42.0,1.8,2.8,5,0.4,1.0,EUR,10000.0,10079.9,0.799,58.82,1.3717,1.4938,17,0.5386,0.6121,4.7,51.85,0.54,0.702,0
58.0,42.0,1.8,2.8,5,0.4,2.0,EUR,10000.0,10079.9,0.799,58.82,1.3717,1.4938,17,0.5386,0.6121,4.7,51.85,0.54,0.702,0
58.0,42.0,1.8,2.8,5,0.4,3.0,EUR,10000.0,10079.9,0.799,58.82,1.3717,1.4938,17,0.5386,0.6121,4.7,51.85,0.54,0.702,0
58.0,42.0,1.8,2.8,5,0.8,1.0,EUR,10000.0,10076.8,0.768,58.82,1.3802,1.4718,17,0.5182,0.5917,4.52,51.85,0.54,0.703,0
58.0,42.0,1.8,2.8,5,0.8,2.0,EUR,10000.0,10076.8,0.768,58.82,1.3802,1.4718,17,0.5182,0.5917,4.52,51.85,0.54,0.703,0
58.0,42.0,1.8,2.8,5,0.8,3.0,EUR,10000.0,10076.8,0.768,58.82,1.3802,1.4718,17,0.5182,0.5917,4.52,51.85,0.54,0.703,0
58.0,42.0,1.8,2.8,5,1.5,1.0,EUR,10000.0,10071.39,0.7139,58.82,1.395,1.4337,17,0.4824,0.5563,4.2,51.85,0.54,0.703,0
58.0,42.0,1.8,2.8,5,1.5,2.0,EUR,10000.0,10071.39,0.7139,58.82,1.395,1.4337,17,0.4824,0.5563,4.2,51.85,0.54,0.703,0
58.0,42.0,1.8,2.8,5,1.5,3.0,EUR,10000.0,10071.39,0.7139,58.82,1.395,1.4337,17,0.4824,0.5563,4.2,51.85,0.54,0.703,0
58.0,42.0,1.8,2.8,5,2.0,1.0,EUR,10000.0,10067.53,0.6753,58.82,1.4056,1.4068,17,0.4568,0.5301,3.97,51.85,0.54,0.703,0
58.0,42.0,1.8,2.8,5,2.0,2.0,EUR,10000.0,10067.53,0.6753,58.82,1.4056,1.4068,17,0.4568,0.5301,3.97,51.85,0.54,0.703,0
58.0,42.0,1.8,2.8,5,2.0,3.0,EUR,10000.0,10067.53,0.6753,58.82,1.4056,1.4068,17,0.4568,0.5301,3.97,51.85,0.54,0.703,0
58.0,42.0,1.8,2.8,8,0.4,1.0,EUR,10000.0,9965.46,-0.3454,46.67,1.7492,0.8351,15,-0.1847,-0.2193,-2.3,66.14,0.552,0.71,0
58.0,42.0,1.8,2.8,8,0.4,2.0,EUR,10000.0,9965.46,-0.3454,46.67,1.7492,0.8351,15,-0.1847,-0.2193,-2.3,66.14,0.552,0.71,0
58.0,42.0,1.8,2.8,8,0.4,3.0,EUR,10000.0,9965.46,-0.3454,46.67,1.7492,0.8351,15,-0.1847,-0.2193,-2.3,66.14,0.552,0.71,0
58.0,42.0,1.8,2.8,8,0.8,1.0,EUR,10000.0,9962.83,-0.3717,46.67,1.7574,0.8236,15,-0.1997,-0.238,-2.48,66.14,0.552,0.71,0
58.0,42.0,1.8,2.8,8,0.8,2.0,EUR,10000.0,9962.83,-0.3717,46.67,1.7574,0.8236,15,-0.1997,-0.238,-2.48,66.14,0.552,0.71,0
58.0,42.0,1.8,2.8,8,0.8,3.0,EUR,10000.0,9962.83,-0.3717,46.67,1.7574,0.8236,15,-0.1997,-0.238,-2.48,66.14,0.552,0.71,0
58.0,42.0,1.8,2.8,8,1.5,1.0,EUR,10000.0,9958.0,-0.42,40.0,1.7772,0.8027,15,-0.2306,-0.2743,-2.8,66.14,0.545,0.709,0
58.0,42.0,1.8,2.8,8,1.5,2.0,EUR,10000.0,9958.0,-0.42,40.0,1.7772,0.8027,15,-0.2306,-0.2743,-2.8,66.14,0.545,0.709,0
58.0,42.0,1.8,2.8,8,1.5,3.0,EUR,10000.0,9958.0,-0.42,40.0,1.7772,0.8027,15,-0.2306,-0.2743,-2.8,66.14,0.545,0.709,0
58.0,42.0,1.8,2.8,8,2.0,1.0,EUR,10000.0,9954.76,-0.4524,40.0,1.7949,0.789,15,-0.2494,-0.2981,-3.02,66.14,0.545,0.709,0
58.0,42.0,1.8,2.8,8,2.0,2.0,EUR,10000.0,9954.76,-0.4524,40.0,1.7949,0.789,15,-0.2494,-0.2981,-3.02,66.14,0.545,0.709,0
58.0,42.0,1.8,2.8,8,2.0,3.0,EUR,10000.0,9954.76,-0.4524,40.0,1.7949,0.789,15,-0.2494,-0.2981,-3.02,66.14,0.545,0.709,0
